300,7910
300.1,7910
300.2,7910
300.3,7909.9
300.4,7909.9
300.5,7909.9
300.6,7909.9
300.7,7909.9
300.8,7909.9
300.9,7909.9
301,7909.8
301.1,7909.8
301.2,7909.8
301.3,7909.8
301.4,7909.8
301.5,7909.8
301.6,7909.8
301.7,7909.7
301.8,7909.7
301.9,7909.7
302,7909.7
302.1,7909.7
302.2,7909.7
302.3,7909.6
302.4,7909.6
302.5,7909.6
302.6,7909.6
302.7,7909.6
302.8,7909.6
302.9,7909.6
303,7909.5
303.1,7909.5
303.2,7909.5
303.3,7909.5
303.4,7909.5
303.5,7909.5
303.6,7909.4
303.7,7909.4
303.8,7909.4
303.9,7909.4
304,7909.4
304.1,7909.4
304.2,7909.3
304.3,7909.3
304.4,7909.3
304.5,7909.3
304.6,7909.3
304.7,7909.3
304.8,7909.2
304.9,7909.2
305,7909.2
305.1,7909.2
305.2,7909.2
305.3,7909.2
305.4,7909.1
305.5,7909.1
305.6,7909.1
305.7,7909.1
305.8,7909.1
305.9,7909.1
306,7909
306.1,7909
306.2,7909
306.3,7909
306.4,7909
306.5,7908.9
306.6,7908.9
306.7,7908.9
306.8,7908.9
306.9,7908.9
307,7908.9
307.1,7908.8
307.2,7908.8
307.3,7908.8
307.4,7908.8
307.5,7908.8
307.6,7908.7
307.7,7908.7
307.8,7908.7
307.9,7908.7
308,7908.7
308.1,7908.7
308.2,7908.6
308.3,7908.6
308.4,7908.6
308.5,7908.6
308.6,7908.6
308.7,7908.5
308.8,7908.5
308.9,7908.5
309,7908.5
309.1,7908.5
309.2,7908.5
309.3,7908.4
309.4,7908.4
309.5,7908.4
309.6,7908.4
309.7,7908.4
309.8,7908.3
309.9,7908.3
310,7908.3
310.1,7908.3
310.2,7908.3
310.3,7908.2
310.4,7908.2
310.5,7908.2
310.6,7908.2
310.7,7908.2
310.8,7908.1
310.9,7908.1
311,7908.1
311.1,7908.1
311.2,7908.1
311.3,7908
311.4,7908
311.5,7908
311.6,7908
311.7,7908
311.8,7907.9
311.9,7907.9
312,7907.9
312.1,7907.9
312.2,7907.9
312.3,7907.8
312.4,7907.8
312.5,7907.8
312.6,7907.8
312.7,7907.8
312.8,7907.7
312.9,7907.7
313,7907.7
313.1,7907.7
313.2,7907.7
313.3,7907.6
313.4,7907.6
313.5,7907.6
313.6,7907.6
313.7,7907.6
313.8,7907.5
313.9,7907.5
314,7907.5
314.1,7907.5
314.2,7907.4
314.3,7907.4
314.4,7907.4
314.5,7907.4
314.6,7907.4
314.7,7907.3
314.8,7907.3
314.9,7907.3
315,7907.3
315.1,7907.3
315.2,7907.2
315.3,7907.2
315.4,7907.2
315.5,7907.2
315.6,7907.1
315.7,7907.1
315.8,7907.1
315.9,7907.1
316,7907.1
316.1,7907
316.2,7907
316.3,7907
316.4,7907
316.5,7906.9
316.6,7906.9
316.7,7906.9
316.8,7906.9
316.9,7906.9
317,7906.8
317.1,7906.8
317.2,7906.8
317.3,7906.8
317.4,7906.7
317.5,7906.7
317.6,7906.7
317.7,7906.7
317.8,7906.7
317.9,7906.6
318,7906.6
318.1,7906.6
318.2,7906.6
318.3,7906.5
318.4,7906.5
318.5,7906.5
318.6,7906.5
318.7,7906.4
318.8,7906.4
318.9,7906.4
319,7906.4
319.1,7906.4
319.2,7906.3
319.3,7906.3
319.4,7906.3
319.5,7906.3
